,Input ordering,Input size,Run number,Sorting algorithm,Time
608,random,10000,7,Built-in Python,0.005987843999755569
609,random,10000,1,Numpy,0.0011316617999982555
610,random,10000,2,Numpy,0.0011168718000117224
611,random,10000,3,Numpy,0.0011405063999991398
612,random,10000,4,Numpy,0.0014536253999976906
613,random,10000,5,Numpy,0.0013207019999972544
614,random,10000,6,Numpy,0.001250633400020888
615,random,10000,7,Numpy,0.0012669295999803581
616,random,100000,1,Merge sort,1.6738616999937221
617,random,100000,2,Merge sort,1.6165359000005992
618,random,100000,3,Merge sort,1.4327576000068802
619,random,100000,4,Merge sort,1.4650757000054
620,random,100000,5,Merge sort,1.463498700002674
621,random,100000,6,Merge sort,1.4613787999987835
622,random,100000,7,Merge sort,1.45060700000613
623,random,100000,1,Heapsort,4.175625699994271
624,random,100000,2,Heapsort,3.771355199991376
625,random,100000,3,Heapsort,3.508612199992058
626,random,100000,4,Heapsort,4.48594939999748
627,random,100000,5,Heapsort,4.873592699994333
628,random,100000,6,Heapsort,3.474386999994749
629,random,100000,7,Heapsort,3.203969499998493
630,random,100000,1,Quicksort,1.1200217000005068
631,random,100000,2,Quicksort,1.121171200007666
632,random,100000,3,Quicksort,1.1293626000115182
633,random,100000,4,Quicksort,1.139567399994121
634,random,100000,5,Quicksort,1.134778699997696
635,random,100000,6,Quicksort,1.1467109999939566
636,random,100000,7,Quicksort,1.148414600000251
637,random,100000,1,Built-in Python,0.10331895000126678
638,random,100000,2,Built-in Python,0.10465090000070632
639,random,100000,3,Built-in Python,0.10599505000573117
640,random,100000,4,Built-in Python,0.11017780000111088
641,random,100000,5,Built-in Python,0.10148794999986421
642,random,100000,6,Built-in Python,0.1008442499951343
643,random,100000,7,Built-in Python,0.10423805000027642
644,random,100000,1,Numpy,0.015085364999686135
645,random,100000,2,Numpy,0.015078084999549901
646,random,100000,3,Numpy,0.015067735000047832
647,random,100000,4,Numpy,0.014908090000244557
648,random,100000,5,Numpy,0.015045625000493602
649,random,100000,6,Numpy,0.015004644999862649
650,random,100000,7,Numpy,0.014922769999975572
651,random,1000000,1,Merge sort,16.48379090000526
652,random,1000000,2,Merge sort,16.28152639999462
653,random,1000000,3,Merge sort,16.563894799997797
654,random,1000000,4,Merge sort,16.237003099988215
655,random,1000000,5,Merge sort,16.346293700000388
656,random,1000000,6,Merge sort,16.237913100005244
657,random,1000000,7,Merge sort,16.546739800003706
658,random,1000000,1,Heapsort,41.343320500003756
659,random,1000000,2,Heapsort,44.80341489998682
660,random,1000000,3,Heapsort,40.77560090000043
661,random,1000000,4,Heapsort,44.074382899998454
662,random,1000000,5,Heapsort,49.59762309999496
663,random,1000000,6,Heapsort,42.95040660000814
664,random,1000000,7,Heapsort,47.282105699996464
665,random,1000000,1,Quicksort,14.369918600001256
666,random,1000000,2,Quicksort,14.276377699992736
667,random,1000000,3,Quicksort,15.368336900006398
668,random,1000000,4,Quicksort,17.153670899991994
669,random,1000000,5,Quicksort,14.453984600011609
670,random,1000000,6,Quicksort,14.425082799993106
671,random,1000000,7,Quicksort,15.125244199996814
672,random,1000000,1,Built-in Python,1.6971043000085047
673,random,1000000,2,Built-in Python,1.6411329999973532
674,random,1000000,3,Built-in Python,1.9473411999933887
675,random,1000000,4,Built-in Python,1.7689841999963392
676,random,1000000,5,Built-in Python,1.7759869000001345
677,random,1000000,6,Built-in Python,1.7939798000006704
678,random,1000000,7,Built-in Python,1.718352199997753
679,random,1000000,1,Numpy,0.1831684499993571
680,random,1000000,2,Numpy,0.17275510000035865
681,random,1000000,3,Numpy,0.16097365000314312
682,random,1000000,4,Numpy,0.16271584999776678
683,random,1000000,5,Numpy,0.14546844999858877
684,random,1000000,6,Numpy,0.16680800000176532
685,random,1000000,7,Numpy,0.1760200499993516
686,random,10000000,1,Merge sort,214.3247796999931
687,random,10000000,2,Merge sort,214.3963589999912
688,random,10000000,3,Merge sort,266.85941640000965
689,random,10000000,4,Merge sort,401.8435399000009
690,random,10000000,5,Merge sort,419.25278189999517
691,random,10000000,6,Merge sort,289.78920550001203
692,random,10000000,7,Merge sort,295.6475199000124
693,random,10000000,1,Heapsort,496.06372459999693
694,random,10000000,2,Heapsort,490.08896280000044
695,random,10000000,3,Heapsort,490.94486050000705
696,random,10000000,4,Heapsort,489.5995913000079
697,random,10000000,5,Heapsort,490.2575055000052
698,random,10000000,6,Heapsort,492.6309016000014
699,random,10000000,7,Heapsort,491.97637119999854
700,random,10000000,1,Quicksort,169.3360088000045
701,random,10000000,2,Quicksort,168.2846159000037
702,random,10000000,3,Quicksort,168.78529499999422
703,random,10000000,4,Quicksort,168.87001100000634
704,random,10000000,5,Quicksort,168.95030700000643
705,random,10000000,6,Quicksort,169.1317027999903
706,random,10000000,7,Quicksort,170.57464690000052
707,random,10000000,1,Built-in Python,22.21960379999655
708,random,10000000,2,Built-in Python,22.220967400004156
709,random,10000000,3,Built-in Python,21.812129700003425
710,random,10000000,4,Built-in Python,21.977363900005003
711,random,10000000,5,Built-in Python,22.179869500003406
712,random,10000000,6,Built-in Python,22.114648999995552
713,random,10000000,7,Built-in Python,22.060986000011326
714,random,10000000,1,Numpy,2.0607519000041066
715,random,10000000,2,Numpy,2.0635918000043603
716,random,10000000,3,Numpy,2.064613599999575
717,random,10000000,4,Numpy,1.840899700007867
718,random,10000000,5,Numpy,1.859674699997413
719,random,10000000,6,Numpy,1.991931199998362
720,random,10000000,7,Numpy,1.9547097999893595
721,random,100000000,1,Merge sort,2085.6724808
722,random,100000000,2,Merge sort,2076.670040600002
723,random,100000000,3,Merge sort,2073.299369900007
724,random,100000000,4,Merge sort,2071.8569707999995
725,random,100000000,5,Merge sort,2075.1415041
726,random,100000000,6,Merge sort,2072.9286431999935
727,random,100000000,7,Merge sort,2090.439719499991
728,random,100000000,1,Heapsort,5637.0215133000165
729,random,100000000,2,Heapsort,5935.4695655000105
730,random,100000000,3,Heapsort,6352.881287299999
731,random,100000000,4,Heapsort,5917.383775900002
732,random,100000000,5,Heapsort,5807.916529099981
733,random,100000000,6,Heapsort,5943.646597799991
734,random,100000000,7,Heapsort,5854.5318939000135
735,random,100000000,1,Quicksort,1881.2145953
736,random,100000000,2,Quicksort,1889.6707166999986
737,random,100000000,3,Quicksort,1885.2926801999856
738,random,100000000,4,Quicksort,1894.9287103000097
739,random,100000000,5,Quicksort,1883.8471618999902
740,random,100000000,6,Quicksort,1887.7285700999782
741,random,100000000,7,Quicksort,1974.8374890999985
742,random,100000000,1,Built-in Python,335.79513929999666
743,random,100000000,2,Built-in Python,334.410950999998
744,random,100000000,3,Built-in Python,332.82429500002763
745,random,100000000,4,Built-in Python,331.0490647999977
746,random,100000000,5,Built-in Python,329.68686129999696
747,random,100000000,6,Built-in Python,339.39556160001666
748,random,100000000,7,Built-in Python,328.7915565999865
749,random,100000000,1,Numpy,22.08063989999937
750,random,100000000,2,Numpy,22.64299100000062
751,random,100000000,3,Numpy,22.525545299984515
752,random,100000000,4,Numpy,21.698291199980304
753,random,100000000,5,Numpy,22.735205400007544
754,random,100000000,6,Numpy,21.35290190001251
755,random,100000000,7,Numpy,21.82647050000378
